"epoch","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"epoch","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
1351644302.585,4.185,2.077,91.447,2.18,0,0.111,0,2862557.867,818735.367,4173223747.5,0,0,10352.4,5006.8,86945792,41811968,253767680,2806710272
1351644332.585,4.434,2.004,92.615,0.86,0,0.087,0,2167330.133,827144.667,21642004.9,0,0,10238.333,5044.6,87031808,41852928,253767680,2806583296
1351644362.585,3.33,1.825,94.012,0.776,0,0.056,0,2182894.933,836314.533,21881727.433,0,0,10407.367,5094.667,86798336,41893888,253767680,2806775808
1351644392.585,5.224,2.317,91.163,1.186,0,0.11,0,2190267.733,803662.533,21089819.2,0,0,9975.233,5045.433,86908928,41943040,253861888,2806521856
1351644422.585,4.246,2.028,92.842,0.829,0,0.055,0,2633318.4,836905.167,21897214.567,0,0,10479.767,5102.7,86773760,41984000,253861888,2806616064
1351644452.585,3.908,1.93,93.046,1.028,0,0.087,0,2154359.467,821388.667,21490585.633,0,0,10220,5018.7,86765568,42024960,253861888,2806583296
1351644482.585,3.848,2.035,93.235,0.827,0,0.056,0,2173201.067,829865.667,4173514659,0,0,10285.7,5058.267,86945792,42065920,253861888,2806362112
1351644512.585,4.775,2.194,88.635,4.253,0,0.143,0,3177130.667,804839.867,21118112.667,0,0,10430.8,5062.267,86433792,42115072,253943808,2806743040
1351644542.585,4.484,2.262,90.747,2.412,0,0.095,0,2545664,821204.933,21486479.7,0,0,10344.2,5024.867,86257664,42156032,253952000,2806870016
1351644572.572,5.243,2.127,91.876,0.691,0,0.063,0,138990.933,836663.633,21890769.3,0,0,10211.9,5102.233,86859776,42196992,253943808,2806235136
1351644602.585,4.049,2.235,92.709,0.895,0,0.111,0,2179208.533,833047.833,21796434.033,0,0,10361.467,5081.8,93106176,42237952,253952000,2799939584
1351644632.585,5.173,2.336,89.424,2.94,0,0.127,0,2816409.6,803878.867,21098748.767,0,0,10207.633,5063.9,86339584,42360832,254054400,2806480896
1351644662.585,4.902,2.4,89.156,3.456,0,0.086,0,2984072.533,817797.6,21397417.833,0,0,10396.1,4996,86933504,42401792,254054400,2805846016
1351644692.585,4.224,2.013,92.705,1.003,0,0.055,0,2170880,823358.2,4173344449.767,0,0,10105.733,5022.2,87044096,42442752,254054400,2805694464
1351644722.585,2.708,1.119,95.176,0.949,0,0.049,0,2180573.867,396163.533,10364876.9,0,0,5147.567,2472.933,87113728,42467328,254054400,2805600256
1351644752.585,0.142,0.25,98.759,0.849,0,0,682.667,318395.733,71.667,13.033,0,0,148.333,156.667,86908928,42549248,254050304,2805727232
1351644782.585,0.025,0.033,98.835,1.107,0,0,0,177493.333,54.8,8.4,0,0,133,112.4,86749184,42573824,254058496,2805854208
1351644812.585,7.693,4.092,87.364,0,0.033,0.818,0,124654.933,959310.1,25165830.233,0,0,12364.3,5950.533,85868544,42598400,254152704,2806616064
1351644842.583,13.201,6.903,61.366,16.676,0,1.855,0,3254545.067,1629345.567,42632608.733,0,0,22423.1,9837.6,86589440,42639360,254152704,2805854208
1351644872.585,13.134,6.579,54.87,23.427,0.016,1.974,17476.267,2962227.2,1550493.2,40562441.6,0,0,21455.533,9477.267,88334336,42708992,254656512,2803535872
1351644902.582,13.226,6.412,55.267,23.086,0.016,1.993,0,2949939.2,1526793.3,4191750262.4,0,0,21216.967,9280.2,86876160,42749952,254652416,2804957184
1351644932.585,13.261,6.327,66.456,12.071,0.008,1.877,0,2293760,1615886.233,42307223.2,0,0,21367.433,9850.833,86900736,42790912,254746624,2804797440
